Cueanexo,provincia,Departamento,Nivel inicial - Jardín maternal,Nivel inicial - Jardín de infantes,Primario,Secundario,Secundario - INET,SNU,SNU - INET
100081600,CATAMARCA,BELEN,0,1,0,0,0,0,0
100081601,CATAMARCA,BELEN,0,1,0,0,0,0,0
100081602,CATAMARCA,BELEN,0,1,0,0,0,0,0
100081603,CATAMARCA,BELEN,0,1,0,0,0,0,0
100081604,CATAMARCA,BELEN,0,1,0,0,0,0,0
100081605,CATAMARCA,BELEN,0,1,0,0,0,0,0
100081606,CATAMARCA,BELEN,0,1,0,0,0,0,0
100081607,CATAMARCA,BELEN,0,1,0,0,0,0,0
100081608,CATAMARCA,BELEN,0,1,0,0,0,0,0
100081610,CATAMARCA,BELEN,0,1,0,0,0,0,0
100081611,CATAMARCA,BELEN,0,1,0,0,0,0,0
100081612,CATAMARCA,BELEN,0,1,0,0,0,0,0
100081613,CATAMARCA,BELEN,0,1,0,0,0,0,0
100081700,CATAMARCA,BELEN,0,1,0,0,0,0,0
100081701,CATAMARCA,ANTOFAGASTA DE LA SIERRA,0,1,0,0,0,0,0
100081702,CATAMARCA,BELEN,0,1,0,0,0,0,0
100081703,CATAMARCA,BELEN,0,1,0,0,0,0,0
100081704,CATAMARCA,BELEN,0,1,0,0,0,0,0
100081705,CATAMARCA,BELEN,0,1,0,0,0,0,0
100081706,CATAMARCA,ANTOFAGASTA DE LA SIERRA,0,1,0,0,0,0,0
100081707,CATAMARCA,BELEN,0,1,0,0,0,0,0
100081708,CATAMARCA,ANTOFAGASTA DE LA SIERRA,0,1,0,0,0,0,0
100081709,CATAMARCA,BELEN,0,1,0,0,0,0,0
100081800,CATAMARCA,ANDALGALA,0,1,0,0,0,0,0
100081801,CATAMARCA,ANDALGALA,0,1,0,0,0,0,0
100081802,CATAMARCA,ANDALGALA,0,1,0,0,0,0,0
100081803,CATAMARCA,ANDALGALA,0,1,0,0,0,0,0
100081900,CATAMARCA,ANDALGALA,0,1,0,0,0,0,0
100081901,CATAMARCA,ANDALGALA,0,1,0,0,0,0,0
100081902,CATAMARCA,ANDALGALA,0,1,0,0,0,0,0
100081903,CATAMARCA,ANDALGALA,0,1,0,0,0,0,0
100081904,CATAMARCA,ANDALGALA,0,1,0,0,0,0,0
100081905,CATAMARCA,ANDALGALA,0,1,0,0,0,0,0
100081906,CATAMARCA,ANDALGALA,0,1,0,0,0,0,0
100082000,CATAMARCA,POMAN,0,1,0,0,0,0,0
100082001,CATAMARCA,POMAN,0,1,0,0,0,0,0
100082002,CATAMARCA,POMAN,0,1,0,0,0,0,0
100082003,CATAMARCA,POMAN,0,1,0,0,0,0,0
100082004,CATAMARCA,POMAN,0,1,0,0,0,0,0
100082005,CATAMARCA,POMAN,0,1,0,0,0,0,0
100082100,CATAMARCA,TINOGASTA,0,1,0,0,0,0,0
100082101,CATAMARCA,TINOGASTA,0,1,0,0,0,0,0
100082102,CATAMARCA,TINOGASTA,0,1,0,0,0,0,0
100082103,CATAMARCA,TINOGASTA,0,1,0,0,0,0,0
100082104,CATAMARCA,TINOGASTA,0,1,0,0,0,0,0
100082105,CATAMARCA,TINOGASTA,0,1,0,0,0,0,0
100082200,CATAMARCA,TINOGASTA,0,1,0,0,0,0,0
100082201,CATAMARCA,TINOGASTA,0,1,0,0,0,0,0
100082202,CATAMARCA,TINOGASTA,0,1,0,0,0,0,0
100082203,CATAMARCA,TINOGASTA,0,1,0,0,0,0,0
100082204,CATAMARCA,TINOGASTA,0,1,0,0,0,0,0
100082205,CATAMARCA,TINOGASTA,0,1,0,0,0,0,0
100082206,CATAMARCA,TINOGASTA,0,1,0,0,0,0,0
100082300,CATAMARCA,CAPITAL,0,1,0,0,0,0,0
100082301,CATAMARCA,CAPITAL,0,1,0,0,0,0,0
100082302,CATAMARCA,CAPITAL,0,1,0,0,0,0,0
100082400,CATAMARCA,CAPITAL,0,1,0,0,0,0,0
100082401,CATAMARCA,AMBATO,0,1,0,0,0,0,0
100082402,CATAMARCA,CAPITAL,0,1,0,0,0,0,0
100082403,CATAMARCA,AMBATO,0,1,0,0,0,0,0
100082404,CATAMARCA,CAPITAL,0,1,0,0,0,0,0
100082405,CATAMARCA,CAPITAL,0,1,0,0,0,0,0
100082500,CATAMARCA,FRAY MAMERTO ESQUIU,0,0,1,0,0,0,0
100082600,CATAMARCA,CAPITAL,0,0,0,0,0,1,0
100082700,CATAMARCA,VALLE VIEJO,0,1,1,1,0,0,0
100082800,CATAMARCA,VALLE VIEJO,0,1,1,0,0,0,0
100083000,CATAMARCA,CAPITAL,0,0,0,0,0,1,0
100083200,CATAMARCA,CAPITAL,0,0,0,0,0,1,0
100083400,CATAMARCA,CAPITAL,0,0,1,0,0,0,0
100083500,CATAMARCA,SANTA ROSA,0,0,0,0,0,0,0
100083600,CATAMARCA,CAPITAL,0,0,0,1,0,0,0
100083602,CATAMARCA,CAPITAL,0,0,0,1,0,0,0
100083700,CATAMARCA,CAPITAL,0,0,0,0,0,1,0
100083800,CATAMARCA,POMAN,1,1,0,0,0,0,0
100083900,CATAMARCA,CAPITAL,0,0,0,0,0,0,0
100084000,CATAMARCA,ANDALGALA,0,1,1,0,0,0,0
100084100,CATAMARCA,SANTA MARIA,0,0,0,0,0,0,0
100084200,CATAMARCA,CAPITAL,0,0,1,0,0,0,0
100084300,CATAMARCA,CAPITAL,0,0,0,1,0,0,0
100084301,CATAMARCA,CAPITAL,0,0,0,1,0,0,0
100084500,CATAMARCA,CAPITAL,0,0,0,1,0,0,0
100084600,CATAMARCA,CAPITAL,0,0,0,0,0,0,0
100084700,CATAMARCA,ANCASTI,0,0,0,0,0,0,0
100084701,CATAMARCA,ANCASTI,0,0,0,0,0,0,0
100084800,CATAMARCA,SANTA MARIA,0,0,0,1,0,0,0
100084900,CATAMARCA,LA PAZ,0,0,0,1,0,0,0
100085000,CATAMARCA,POMAN,0,0,0,1,0,0,0
100085100,CATAMARCA,CAPITAL,0,0,0,1,0,0,0
100085200,CATAMARCA,CAPITAL,0,0,0,1,0,0,0
100085300,CATAMARCA,CAPITAL,0,0,0,0,0,0,0
100085400,CATAMARCA,LA PAZ,0,0,0,1,0,0,0
100085500,CATAMARCA,POMAN,0,0,0,1,1,0,0
100085600,CATAMARCA,CAPAYAN,0,0,0,0,0,0,0
100085700,CATAMARCA,SANTA MARIA,0,0,0,1,0,0,0
100085702,CATAMARCA,SANTA MARIA,0,0,0,1,0,0,0
100085703,CATAMARCA,SANTA MARIA,0,0,0,1,0,0,0
100085704,CATAMARCA,SANTA MARIA,0,0,0,1,0,0,0
100085705,CATAMARCA,SANTA MARIA,0,0,0,1,0,0,0
100085800,CATAMARCA,VALLE VIEJO,0,0,0,1,0,0,0
100085900,CATAMARCA,POMAN,0,0,0,0,0,0,0
100086000,CATAMARCA,POMAN,0,0,0,0,0,0,0
100086100,CATAMARCA,BELEN,0,0,1,0,0,0,0
100086200,CATAMARCA,TINOGASTA,0,0,0,0,0,1,0
100086300,CATAMARCA,AMBATO,0,0,0,1,0,0,0
100086400,CATAMARCA,AMBATO,0,0,0,1,0,0,0
100086500,CATAMARCA,ANCASTI,0,0,0,1,0,0,0
100086501,CATAMARCA,ANCASTI,0,0,0,1,0,0,0
100086600,CATAMARCA,ANCASTI,0,0,0,1,0,0,0
100086601,CATAMARCA,ANCASTI,0,0,0,1,0,0,0
100086700,CATAMARCA,ANDALGALA,0,0,0,1,0,0,0
100086800,CATAMARCA,ANDALGALA,0,0,0,1,0,0,0
100086900,CATAMARCA,BELEN,0,0,0,1,0,0,0
100086901,CATAMARCA,BELEN,0,0,0,1,0,0,0
100086902,CATAMARCA,BELEN,0,0,0,1,0,0,0
100086903,CATAMARCA,BELEN,0,0,0,1,0,0,0
100087000,CATAMARCA,BELEN,0,0,0,1,0,0,0
100087001,CATAMARCA,BELEN,0,0,0,1,0,0,0
100087100,CATAMARCA,CAPAYAN,0,0,0,1,0,0,0
100087200,CATAMARCA,CAPAYAN,0,0,0,1,0,0,0
100087300,CATAMARCA,CAPAYAN,0,0,0,1,0,0,0
100087400,CATAMARCA,EL ALTO,0,0,0,1,0,0,0
100087500,CATAMARCA,EL ALTO,0,0,0,1,0,0,0
100087501,CATAMARCA,EL ALTO,0,0,0,1,0,0,0
100087502,CATAMARCA,EL ALTO,0,0,0,1,0,0,0
100087600,CATAMARCA,EL ALTO,0,0,0,1,0,0,0
100087601,CATAMARCA,EL ALTO,0,0,0,1,0,0,0
100087700,CATAMARCA,LA PAZ,0,0,0,1,0,0,0
100087701,CATAMARCA,LA PAZ,0,0,0,1,0,0,0
100087702,CATAMARCA,LA PAZ,0,0,0,1,0,0,0
100087703,CATAMARCA,LA PAZ,0,0,0,1,0,0,0
100087800,CATAMARCA,LA PAZ,0,0,0,1,0,0,0
100087801,CATAMARCA,LA PAZ,0,0,0,1,0,0,0
100087900,CATAMARCA,PACLIN,0,0,0,1,0,0,0
100088000,CATAMARCA,POMAN,0,0,0,1,0,0,0
100088100,CATAMARCA,SANTA MARIA,0,0,0,1,0,0,0
100088200,CATAMARCA,SANTA MARIA,0,0,0,1,0,0,0
100088300,CATAMARCA,SANTA MARIA,0,0,0,1,0,0,0
100088301,CATAMARCA,SANTA MARIA,0,0,0,1,0,0,0
100088302,CATAMARCA,SANTA MARIA,0,0,0,1,0,0,0
100088400,CATAMARCA,SANTA ROSA,0,0,0,1,0,0,0
100088500,CATAMARCA,SANTA ROSA,0,0,0,1,0,0,0
100088600,CATAMARCA,TINOGASTA,0,0,0,1,0,0,0
100088700,CATAMARCA,TINOGASTA,0,0,0,1,0,0,0
100088701,CATAMARCA,TINOGASTA,0,0,0,1,0,0,0
100088702,CATAMARCA,TINOGASTA,0,0,0,1,0,0,0
100088703,CATAMARCA,TINOGASTA,0,0,0,1,0,0,0
100088704,CATAMARCA,TINOGASTA,0,0,0,1,0,0,0
100088800,CATAMARCA,VALLE VIEJO,0,0,0,1,0,0,0
100088801,CATAMARCA,VALLE VIEJO,0,0,0,1,0,0,0
100088802,CATAMARCA,VALLE VIEJO,0,0,0,1,0,0,0
100088900,CATAMARCA,ANDALGALA,0,0,0,1,0,0,0
100089000,CATAMARCA,ANDALGALA,0,0,0,1,0,0,0
100089100,CATAMARCA,ANTOFAGASTA DE LA SIERRA,0,0,0,1,0,0,0
100089200,CATAMARCA,ANDALGALA,0,0,0,1,0,0,0
100089201,CATAMARCA,ANDALGALA,0,0,0,1,0,0,0
100089300,CATAMARCA,ANDALGALA,0,0,0,1,0,0,0
100089400,CATAMARCA,BELEN,0,0,0,1,0,0,0
100089401,CATAMARCA,BELEN,0,0,0,1,0,0,0
100089402,CATAMARCA,BELEN,0,0,0,1,0,0,0
100089500,CATAMARCA,BELEN,0,0,0,1,0,0,0
100089600,CATAMARCA,BELEN,0,0,0,1,0,0,0
100089700,CATAMARCA,SANTA MARIA,0,0,0,1,0,0,0
100089800,CATAMARCA,SANTA MARIA,0,0,0,1,0,0,0
100089900,CATAMARCA,CAPITAL,0,0,0,0,0,1,1
100089901,CATAMARCA,ANTOFAGASTA DE LA SIERRA,0,0,0,0,0,1,0
100089902,CATAMARCA,BELEN,0,0,0,0,0,1,0
100089903,CATAMARCA,BELEN,0,0,0,0,0,1,0
100090000,CATAMARCA,BELEN,0,0,0,0,0,0,0
100090100,CATAMARCA,VALLE VIEJO,0,0,0,1,0,0,0
100090301,CATAMARCA,CAPITAL,0,0,0,0,0,0,0
100090302,CATAMARCA,CAPITAL,0,0,0,0,0,0,0
100090303,CATAMARCA,CAPITAL,0,0,0,0,0,0,0
100090304,CATAMARCA,CAPITAL,0,0,0,0,0,0,0
100090305,CATAMARCA,CAPITAL,0,0,0,0,0,0,0
100090306,CATAMARCA,CAPITAL,0,0,0,0,0,0,0
100090307,CATAMARCA,CAPITAL,0,0,0,0,0,0,0
100090400,CATAMARCA,BELEN,0,0,1,0,0,0,0
100090600,CATAMARCA,CAPITAL,0,0,0,1,0,0,0
100090700,CATAMARCA,BELEN,0,0,0,1,0,0,0
100090800,CATAMARCA,TINOGASTA,0,0,0,1,0,0,0
100090900,CATAMARCA,SANTA ROSA,0,0,0,1,0,0,0
100091000,CATAMARCA,SANTA ROSA,0,0,0,1,0,0,0
100091100,CATAMARCA,CAPITAL,0,0,0,1,0,0,0
100091200,CATAMARCA,SANTA MARIA,0,0,0,1,0,0,0
100091300,CATAMARCA,BELEN,0,0,0,1,0,0,0
100091400,CATAMARCA,CAPITAL,0,0,0,1,0,0,0
100091500,CATAMARCA,CAPITAL,0,0,0,1,0,0,0
100091600,CATAMARCA,CAPITAL,0,1,1,1,0,0,0
100091700,CATAMARCA,CAPITAL,1,0,0,0,0,0,0
100091800,CATAMARCA,CAPITAL,1,0,0,0,0,0,0
100091900,CATAMARCA,CAPITAL,0,1,1,0,0,0,0
100092000,CATAMARCA,CAPITAL,0,1,0,0,0,0,0
100092100,CATAMARCA,FRAY MAMERTO ESQUIU,0,1,0,0,0,0,0
100092200,CATAMARCA,FRAY MAMERTO ESQUIU,0,0,0,1,1,0,0
100092300,CATAMARCA,CAPITAL,0,1,0,0,0,0,0
100092301,CATAMARCA,CAPITAL,0,1,0,0,0,0,0
100092302,CATAMARCA,CAPITAL,0,1,0,0,0,0,0
100092400,CATAMARCA,CAPITAL,0,0,0,1,1,0,0
109000100,CATAMARCA,CAPITAL,0,1,1,1,0,0,0
140000100,CORDOBA,CAPITAL,0,0,1,0,0,0,0
140000200,CORDOBA,CAPITAL,0,0,0,1,0,0,0
140000300,CORDOBA,CAPITAL,0,0,1,0,0,0,0
140000400,CORDOBA,CAPITAL,0,1,0,0,0,0,0
140000500,CORDOBA,CAPITAL,0,0,1,0,0,0,0
140000600,CORDOBA,CAPITAL,0,1,1,0,0,0,0
140000700,CORDOBA,CAPITAL,0,1,0,0,0,0,0
140000900,CORDOBA,CAPITAL,0,1,0,0,0,0,0
140001000,CORDOBA,CAPITAL,0,0,1,0,0,0,0
140001100,CORDOBA,CAPITAL,0,0,1,0,0,0,0
140001200,CORDOBA,CAPITAL,0,0,1,0,0,0,0
140001300,CORDOBA,CAPITAL,0,1,0,0,0,0,0
140001400,CORDOBA,CAPITAL,0,0,1,0,0,0,0
140001500,CORDOBA,CAPITAL,0,1,0,0,0,0,0
140001600,CORDOBA,CAPITAL,0,1,1,0,0,0,0
140001800,CORDOBA,CAPITAL,0,0,1,0,0,0,0
140001900,CORDOBA,CAPITAL,0,1,0,0,0,0,0
140002000,CORDOBA,CAPITAL,0,1,0,0,0,0,0
140002100,CORDOBA,CAPITAL,0,1,0,0,0,0,0
140002200,CORDOBA,CAPITAL,0,0,1,0,0,0,0
140002300,CORDOBA,CAPITAL,0,1,0,0,0,0,0
140002400,CORDOBA,CAPITAL,0,1,1,0,0,0,0
140002500,CORDOBA,CAPITAL,0,0,0,1,0,0,0
140002600,CORDOBA,CAPITAL,0,1,0,0,0,0,0
140002700,CORDOBA,CAPITAL,0,1,0,0,0,0,0
140002800,CORDOBA,CAPITAL,0,0,1,0,0,0,0
140002900,CORDOBA,SANTA MARIA,0,0,1,0,0,0,0
140003000,CORDOBA,SANTA MARIA,0,0,1,0,0,0,0
140003100,CORDOBA,SANTA MARIA,0,1,0,0,0,0,0
140003200,CORDOBA,SANTA MARIA,0,1,0,0,0,0,0
140003300,CORDOBA,SANTA MARIA,0,0,1,0,0,0,0
140003400,CORDOBA,SANTA MARIA,0,0,1,0,0,0,0
140003500,CORDOBA,CAPITAL,0,0,1,0,0,0,0
140003600,CORDOBA,SANTA MARIA,0,0,1,0,0,0,0
140003800,CORDOBA,SANTA MARIA,0,1,0,0,0,0,0
140003900,CORDOBA,SANTA MARIA,0,0,0,1,1,0,0
140004400,CORDOBA,SANTA MARIA,0,1,1,0,0,0,0
140004500,CORDOBA,SANTA MARIA,0,1,1,0,0,0,0
140004600,CORDOBA,SANTA MARIA,0,1,0,0,0,0,0
140004700,CORDOBA,CAPITAL,0,0,0,0,0,0,0
140004701,CORDOBA,SANTA MARIA,0,0,0,0,0,0,0
140004704,CORDOBA,CAPITAL,0,0,0,0,0,0,0
140004800,CORDOBA,CAPITAL,0,1,0,0,0,0,0
140005000,CORDOBA,CAPITAL,0,1,0,0,0,0,0
140005100,CORDOBA,CAPITAL,0,0,1,0,0,0,0
140005200,CORDOBA,CAPITAL,0,0,0,1,0,0,0
140005400,CORDOBA,CAPITAL,0,0,1,0,0,0,0
140005500,CORDOBA,CAPITAL,0,0,0,1,0,0,0
140005600,CORDOBA,CALAMUCHITA,0,0,0,1,1,0,0
140005700,CORDOBA,CALAMUCHITA,0,0,1,0,0,0,0
140005800,CORDOBA,CALAMUCHITA,0,0,0,1,1,0,0
140005900,CORDOBA,CALAMUCHITA,0,0,1,0,0,0,0
140006000,CORDOBA,CALAMUCHITA,0,0,1,0,0,0,0
140006100,CORDOBA,CALAMUCHITA,0,1,1,0,0,0,0
140006200,CORDOBA,CALAMUCHITA,0,1,1,0,0,0,0
140006300,CORDOBA,CALAMUCHITA,0,0,1,0,0,0,0
140006400,CORDOBA,CALAMUCHITA,0,1,0,0,0,0,0
140006401,CORDOBA,CALAMUCHITA,0,1,0,0,0,0,0
140006500,CORDOBA,CALAMUCHITA,0,0,1,0,0,0,0
140006600,CORDOBA,CALAMUCHITA,0,0,1,0,0,0,0
140006800,CORDOBA,CAPITAL,0,1,0,0,0,0,0
140006801,CORDOBA,CAPITAL,0,1,0,0,0,0,0
140007000,CORDOBA,CAPITAL,0,0,0,1,0,0,0
140007100,CORDOBA,CAPITAL,0,1,0,0,0,0,0
140007300,CORDOBA,CAPITAL,0,0,0,1,0,0,0
140007400,CORDOBA,CAPITAL,0,0,1,0,0,0,0
140007500,CORDOBA,CAPITAL,0,0,0,0,0,0,0
140007502,CORDOBA,RIO PRIMERO,0,0,0,0,0,0,0
140007600,CORDOBA,CAPITAL,0,0,0,1,0,0,0
140007700,CORDOBA,CAPITAL,0,1,0,0,0,0,0
140007800,CORDOBA,CAPITAL,0,0,1,0,0,0,0
140007900,CORDOBA,CAPITAL,0,0,0,1,0,0,0
140008100,CORDOBA,CAPITAL,0,1,0,0,0,0,0
140008300,CORDOBA,RIO PRIMERO,0,1,0,0,0,0,0
140008400,CORDOBA,RIO PRIMERO,0,1,1,0,0,0,0
140008600,CORDOBA,RIO PRIMERO,0,1,1,0,0,0,0
140008700,CORDOBA,RIO PRIMERO,0,1,1,0,0,0,0
140008800,CORDOBA,RIO PRIMERO,0,1,1,0,0,0,0
140008900,CORDOBA,RIO PRIMERO,0,0,0,0,0,0,0
140008901,CORDOBA,RIO PRIMERO,0,0,0,0,0,0,0
140009000,CORDOBA,RIO PRIMERO,0,0,0,1,0,0,0
140009100,CORDOBA,RIO PRIMERO,0,0,0,0,0,0,0
140009102,CORDOBA,RIO PRIMERO,0,0,0,0,0,0,0
140009104,CORDOBA,RIO PRIMERO,0,0,0,0,0,0,0
140009105,CORDOBA,RIO PRIMERO,0,0,0,0,0,0,0
140009200,CORDOBA,RIO PRIMERO,0,0,1,0,0,0,0
140009400,CORDOBA,RIO PRIMERO,0,1,1,0,0,0,0
140009500,CORDOBA,RIO PRIMERO,0,0,1,0,0,0,0
140009600,CORDOBA,RIO PRIMERO,0,0,0,0,0,0,0
140009700,CORDOBA,RIO PRIMERO,0,1,1,0,0,0,0
140009800,CORDOBA,RIO PRIMERO,0,1,1,0,0,0,0
140010000,CORDOBA,RIO PRIMERO,0,1,1,0,0,0,0
140010100,CORDOBA,RIO PRIMERO,0,1,1,0,0,0,0
140010300,CORDOBA,RIO PRIMERO,0,1,1,0,0,0,0
140010500,CORDOBA,RIO PRIMERO,0,0,1,0,0,0,0
140010600,CORDOBA,CAPITAL,0,0,1,0,0,0,0
140010800,CORDOBA,CAPITAL,0,1,0,0,0,0,0
140010900,CORDOBA,CAPITAL,0,0,0,0,0,0,0
140011000,CORDOBA,COLON,0,0,1,0,0,0,0
140011100,CORDOBA,COLON,0,1,0,0,0,0,0
140011200,CORDOBA,CAPITAL,0,0,1,0,0,0,0
140011300,CORDOBA,CAPITAL,0,1,0,0,0,0,0
140011400,CORDOBA,CAPITAL,0,0,0,1,0,0,0
140011500,CORDOBA,CAPITAL,0,0,1,0,0,0,0
140011600,CORDOBA,CAPITAL,0,0,0,1,0,0,0
140011700,CORDOBA,CAPITAL,0,0,0,0,0,0,0
140011701,CORDOBA,CAPITAL,0,0,0,0,0,0,0
140011702,CORDOBA,CAPITAL,0,0,0,0,0,0,0
140011703,CORDOBA,CAPITAL,0,0,0,0,0,0,0
140011704,CORDOBA,CAPITAL,0,0,0,0,0,0,0
140011705,CORDOBA,CAPITAL,0,0,0,0,0,0,0
140011800,CORDOBA,CAPITAL,0,0,0,0,0,0,0
140011900,CORDOBA,CAPITAL,0,0,0,0,0,0,0
140011901,CORDOBA,CAPITAL,0,0,0,0,0,0,0
140011902,CORDOBA,CAPITAL,0,0,0,0,0,0,0
140012200,CORDOBA,CAPITAL,0,1,0,0,0,0,0
140012300,CORDOBA,CAPITAL,0,1,0,0,0,0,0
140012400,CORDOBA,CAPITAL,0,0,1,0,0,0,0
140012500,CORDOBA,CALAMUCHITA,0,0,1,0,0,0,0
140012700,CORDOBA,CALAMUCHITA,0,0,1,0,0,0,0
140012800,CORDOBA,CALAMUCHITA,0,1,1,0,0,0,0
140012900,CORDOBA,SANTA MARIA,0,0,0,1,0,0,0
140013000,CORDOBA,CAPITAL,0,1,1,0,0,0,0
140013100,CORDOBA,CAPITAL,0,1,0,0,0,0,0
140013200,CORDOBA,SANTA MARIA,0,0,0,0,0,0,0
140013201,CORDOBA,PUNILLA,0,0,0,0,0,0,0
140013203,CORDOBA,PUNILLA,0,0,0,0,0,0,0
140013300,CORDOBA,SANTA MARIA,0,1,0,0,0,0,0
140013400,CORDOBA,SANTA MARIA,0,0,0,0,0,0,0
140013401,CORDOBA,PUNILLA,0,0,0,0,0,0,0
140013403,CORDOBA,PUNILLA,0,0,0,0,0,0,0
140013500,CORDOBA,SANTA MARIA,0,0,1,0,0,0,0
140013600,CORDOBA,SANTA MARIA,0,1,1,0,0,0,0
140013700,CORDOBA,SANTA MARIA,0,0,1,0,0,0,0
140014000,CORDOBA,SANTA MARIA,0,1,0,0,0,0,0
140014200,CORDOBA,SANTA MARIA,0,1,0,0,0,0,0
140014300,CORDOBA,SANTA MARIA,0,1,0,0,0,0,0
140014400,CORDOBA,SANTA MARIA,0,0,1,0,0,0,0
140014500,CORDOBA,SANTA MARIA,0,1,0,0,0,0,0
140014600,CORDOBA,SANTA MARIA,0,1,1,0,0,0,0
140014700,CORDOBA,SANTA MARIA,0,1,0,0,0,0,0
140014800,CORDOBA,SANTA MARIA,0,0,1,0,0,0,0
140014900,CORDOBA,SANTA MARIA,0,0,1,0,0,0,0
140015000,CORDOBA,SANTA MARIA,0,0,1,0,0,0,0
140015100,CORDOBA,SANTA MARIA,0,0,1,0,0,0,0
140015300,CORDOBA,CAPITAL,0,0,0,1,0,0,0
140015400,CORDOBA,CAPITAL,0,0,0,1,0,0,0
140015500,CORDOBA,CAPITAL,0,0,0,0,0,0,0
140015501,CORDOBA,SANTA MARIA,0,0,0,0,0,0,0
140015502,CORDOBA,CAPITAL,0,0,0,0,0,0,0
140015503,CORDOBA,CAPITAL,0,0,0,0,0,0,0
140015504,CORDOBA,RIO PRIMERO,0,0,0,0,0,0,0
140015600,CORDOBA,CAPITAL,0,0,1,0,0,0,0
140015700,CORDOBA,CAPITAL,0,0,0,1,0,0,0
140015800,CORDOBA,CAPITAL,0,1,1,0,0,0,0
140015900,CORDOBA,CAPITAL,0,0,1,0,0,0,0
140016000,CORDOBA,CAPITAL,0,1,1,0,0,0,0
140016001,CORDOBA,CAPITAL,0,0,0,0,0,0,0
140016100,CORDOBA,CAPITAL,0,1,0,0,0,0,0
140016200,CORDOBA,PUNILLA,0,1,0,0,0,0,0
140016300,CORDOBA,RIO PRIMERO,0,1,1,0,0,0,0
140016500,CORDOBA,RIO PRIMERO,0,1,0,0,0,0,0
140016900,CORDOBA,PUNILLA,0,0,0,1,0,1,1
140017200,CORDOBA,CAPITAL,0,0,1,0,0,0,0
140017300,CORDOBA,CAPITAL,0,1,0,0,0,0,0
140017400,CORDOBA,GENERAL SAN MARTIN,0,0,1,0,0,0,0
140017600,CORDOBA,GENERAL SAN MARTIN,0,0,0,1,0,0,0
140017700,CORDOBA,GENERAL SAN MARTIN,0,1,1,0,0,0,0
140017800,CORDOBA,GENERAL SAN MARTIN,0,0,1,0,0,0,0
140017900,CORDOBA,GENERAL SAN MARTIN,0,0,1,0,0,0,0
140018000,CORDOBA,GENERAL SAN MARTIN,0,0,0,1,1,0,0
140018100,CORDOBA,GENERAL SAN MARTIN,0,1,0,0,0,0,0
140018200,CORDOBA,GENERAL SAN MARTIN,0,0,1,0,0,0,0
140018300,CORDOBA,GENERAL SAN MARTIN,0,0,0,1,0,0,0
140018400,CORDOBA,GENERAL SAN MARTIN,0,1,0,0,0,0,0
140018500,CORDOBA,GENERAL SAN MARTIN,0,1,1,0,0,0,0
140018600,CORDOBA,GENERAL SAN MARTIN,0,1,1,0,0,0,0
140018700,CORDOBA,GENERAL SAN MARTIN,0,1,0,0,0,0,0
140018800,CORDOBA,GENERAL SAN MARTIN,0,0,1,0,0,0,0
140018900,CORDOBA,RIO SEGUNDO,0,0,1,0,0,0,0
140019000,CORDOBA,RIO SEGUNDO,0,0,1,0,0,0,0
140019200,CORDOBA,RIO SEGUNDO,0,0,1,0,0,0,0
140019300,CORDOBA,RIO SEGUNDO,0,1,0,0,0,0,0
140019400,CORDOBA,RIO SEGUNDO,0,1,1,0,0,0,0
140019500,CORDOBA,RIO SEGUNDO,0,0,1,0,0,0,0
140020000,CORDOBA,RIO SEGUNDO,0,0,1,0,0,0,0
140020100,CORDOBA,RIO SEGUNDO,0,0,1,0,0,0,0
140020200,CORDOBA,RIO SEGUNDO,0,1,0,0,0,0,0
140020400,CORDOBA,RIO SEGUNDO,0,0,1,0,0,0,0
140020500,CORDOBA,RIO SEGUNDO,0,0,0,0,0,0,0
140020600,CORDOBA,RIO SEGUNDO,0,0,0,0,0,0,0
140020800,CORDOBA,CALAMUCHITA,0,0,1,0,0,0,0
140020900,CORDOBA,CALAMUCHITA,0,1,0,0,0,0,0
140020901,CORDOBA,CALAMUCHITA,0,1,0,0,0,0,0
140020903,CORDOBA,CALAMUCHITA,0,1,0,0,0,0,0
140021000,CORDOBA,CALAMUCHITA,0,1,0,0,0,0,0
140021100,CORDOBA,CALAMUCHITA,0,0,0,1,0,0,0
140021200,CORDOBA,CAPITAL,0,0,1,0,0,0,0
140021300,CORDOBA,CAPITAL,0,0,0,0,0,0,0
140021301,CORDOBA,SANTA MARIA,0,0,0,0,0,0,0
140021400,CORDOBA,CAPITAL,0,0,1,0,0,0,0
140021500,CORDOBA,CALAMUCHITA,0,0,0,1,0,0,0
140021600,CORDOBA,CALAMUCHITA,0,1,0,0,0,0,0
140021700,CORDOBA,CAPITAL,0,0,0,0,0,0,0
140021701,CORDOBA,CAPITAL,0,0,0,0,0,0,0
140021800,CORDOBA,CAPITAL,0,1,0,0,0,0,0
140021900,CORDOBA,CAPITAL,0,1,0,0,0,0,0
140022200,CORDOBA,SANTA MARIA,0,0,0,0,0,1,0
140022300,CORDOBA,SANTA MARIA,0,0,0,0,0,0,0
140022400,CORDOBA,SANTA MARIA,0,0,1,0,0,0,0
140022800,CORDOBA,SANTA MARIA,0,0,1,0,0,0,0
140022900,CORDOBA,SANTA MARIA,0,0,0,1,0,0,0
140023000,CORDOBA,SANTA MARIA,0,1,0,0,0,0,0
140023100,CORDOBA,SANTA MARIA,0,1,0,0,0,0,0
140023101,CORDOBA,SANTA MARIA,0,1,0,0,0,0,0
